TITLE = "B00001_ReynoldsStress"
VARIABLES = "X", "Y", "Z", "ReXX", "ReXX", "ReYY", "ReXY"
ZONE T="Frame 1" I=65, J=53, K=6, F=POINT
-154.343 138.451 0 0 0
-153.3043 138.451 0.746989 0.764176 0.337202
-152.2656 138.451 0.894994 0.757454 0.344017
-151.2269 138.451 1.002016 0.834424 0.451643
-150.1882 138.451 0.996177 0.789104 0.414755
-149.1495 138.451 0.918137 0.753981 0.321151
-148.1107 138.451 0.835985 0.773372 0.262159
-147.072 138.451 0.729284 0.754842 0.219167
-146.0333 138.451 0.68622 0.738461 0.202853
-144.9946 138.451 0.629584 0.754053 0.178183
-143.9559 138.451 0.600793 0.769296 0.195979
-142.9172 138.451 0.595696 0.65443 0.213984
-141.8785 138.451 0.600689 0.573976 0.190362
-140.8398 138.451 0.590972 0.594003 0.186124
-139.8011 138.451 0.592974 0.621822 0.205654
-138.7624 138.451 0.611301 0.633641 0.199442
-137.7236 138.451 0.614115 0.610459 0.170683
-136.6849 138.451 0.596591 0.62228 0.144206
-135.6462 138.451 0.585717 0.64315 0.122446
-134.6075 138.451 0.568418 0.67969 0.096559
-133.5688 138.451 0.595051 0.755227 0.102493
-132.5301 138.451 0.495786 0.627262 0.092171
-131.4914 138.451 0.507703 0.593566 0.093079
-130.4527 138.451 0.51604 0.577657 0.105276
-129.414 138.451 0.498601 0.554296 0.116057
-128.3753 138.451 0.538627 0.569791 0.172445
-127.3365 138.451 0.500081 0.547932 0.148776
-126.2978 138.451 0.484845 0.55077 0.133955
-125.2591 138.451 0.472914 0.555158 0.13068
-124.2204 138.451 0.475143 0.604932 0.109521
-123.1817 138.451 0.440297 0.546325 0.092578
-122.143 138.451 0.427758 0.525305 0.097114
-121.1043 138.451 0.427135 0.555778 0.097682
-120.0656 138.451 0.430121 0.510627 0.10312
-119.0269 138.451 0.425855 0.494001 0.10245
-117.9882 138.451 0.41549 0.495832 0.108095
-116.9494 138.451 0.504993 0.637455 0.235171
-115.9107 138.451 0.406984 0.511937 0.158765
-114.872 138.451 0.375739 0.469256 0.138693
-113.8333 138.451 0.348784 0.450654 0.114794
-112.7946 138.451 0.34259 0.441054 0.095601
-111.7559 138.451 0.347099 0.434168 0.080789
-110.7172 138.451 0.355395 0.429958 0.077367
-109.6785 138.451 0.349501 0.426796 0.077149
-108.6398 138.451 0.327647 0.427793 0.078955
-107.6011 138.451 0.31207 0.42424 0.079016
-106.5623 138.451 0.306562 0.39395 0.078916
-105.5236 138.451 0.301978 0.353833 0.079525
-104.4849 138.451 0.29409 0.329435 0.076101
-103.4462 138.451 0.289509 0.323426 0.075439
-102.4075 138.451 0.297316 0.322195 0.081712
-101.3688 138.451 0.312154 0.323492 0.07979
-100.3301 138.451 0.318492 0.326817 0.063395
