TITLE = "B00001_ReynoldsStress"
VARIABLES = "X", "Y", "Z", "ReXX", "ReXX", "ReYY", "ReXY"
ZONE T="Frame 1" I=65, J=53, K=6, F=POINT
-154.343 138.451 0 0 0
-153.3043 138.451 4.19173 3.040543 -0.436914
-152.2656 138.451 4.000975 2.733824 -0.00457
-151.2269 138.451 4.060733 2.703726 0.109416
-150.1882 138.451 4.512396 2.668496 -0.121584
-149.1495 138.451 4.914097 2.642098 -0.16136
-148.1107 138.451 4.698207 2.490495 0.270527
-147.072 138.451 4.389584 2.498291 0.116873
-146.0333 138.451 4.517611 2.279311 0.200565
-144.9946 138.451 4.506477 2.396455 0.1816
-143.9559 138.451 4.451121 2.345053 0.236182
-142.9172 138.451 4.147348 2.404305 0.126368
-141.8785 138.451 3.938897 2.641124 0.025611
-140.8398 138.451 4.309361 2.50314 -0.379376
-139.8011 138.451 3.757677 2.455029 0.099766
-138.7624 138.451 3.786369 2.808304 0.267089
-137.7236 138.451 3.469545 2.856136 0.706339
-136.6849 138.451 3.826449 2.383652 0.031174
-135.6462 138.451 4.414577 2.529706 0.260389
-134.6075 138.451 5.409147 2.011637 -0.228886
-133.5688 138.451 4.199916 1.830029 -0.133733
-132.5301 138.451 4.460988 1.980206 0.316211
-131.4914 138.451 5.215903 2.090869 0.041835
-130.4527 138.451 4.76773 2.054366 0.388008
-129.414 138.451 4.446458 2.319492 0.70911
-128.3753 138.451 5.283276 2.431772 0.900723
-127.3365 138.451 3.312872 2.383862 0.418746
-126.2978 138.451 4.025364 2.315615 0.389041
-125.2591 138.451 3.767526 2.639519 0.390792
-124.2204 138.451 2.61197 2.48155 0.41418
-123.1817 138.451 2.826797 2.332629 0.161512
-122.143 138.451 3.810203 2.404502 0.216316
-121.1043 138.451 2.479092 1.990774 0.134554
-120.0656 138.451 2.219294 2.170343 -0.142574
-119.0269 138.451 2.488153 2.101647 0.041377
-117.9882 138.451 3.261052 2.007301 0.158249
-116.9494 138.451 2.026762 2.018466 0.039996
-115.9107 138.451 1.858995 2.197657 -0.057831
-114.872 138.451 2.120026 2.136086 -0.045732
-113.8333 138.451 2.248994 1.830878 -0.187181
-112.7946 138.451 2.28677 1.66505 -0.198854
-111.7559 138.451 2.190057 1.658657 -0.148525
-110.7172 138.451 2.103014 1.666682 -0.015957
-109.6785 138.451 2.522203 1.617707 -0.071649
-108.6398 138.451 2.554361 1.671473 -0.032526
-107.6011 138.451 2.669528 1.698655 -0.006169
-106.5623 138.451 2.629043 1.855771 0.099298
-105.5236 138.451 2.236968 1.812805 0.301614
-104.4849 138.451 2.315368 1.868612 0.244838
-103.4462 138.451 2.327468 1.938777 0.191975
-102.4075 138.451 1.995598 2.127116 0.478719
-101.3688 138.451 1.928618 1.915541 0.297114
-100.3301 138.451 2.053746 1.544213 0.21463
-99.29137 138.451 1.973723 1.595011 0.214583
-98.25266 138.451 2.089066 1.841746 0.281204
-97.21395 138.451 2.54412 2.014068 0.436806
-96.17524 138.451 2.383271 1.746419 0.350064
-95.13653 138.451 2.383767 1.807311 0.34679
-94.09782 138.451 2.343378 1.994394 0.270716
-93.05911 138.451 2.135874 1.830809 0.190544
-92.0204 138.451 2.548298 1.758533 0.215059
-90.98169 138.451 2.787194 1.512581 0.060072
-89.94298 138.451 2.505622 1.633631 -0.158387
-88.90427 138.451 2.87193 1.278103 0.100547
-87.86556 138.451 3.347279 1.199204 0.15652
-86.82685 138.451 3.373198 1.308719 0.120292
-85.78814 138.451 3.545143 1.335172 0.180602
-84.74943 138.451 2.85013 1.50688 -0.011384
-83.71072 138.451 2.660722 1.428686 0.09953
-82.67201 138.451 3.185705 1.596866 0.460712
-81.6333 138.451 3.700107 1.768456 0.778196
-80.59459 138.451 2.578095 1.778047 0.609536
-79.55588 138.451 1.647713 1.383935 0.184583
-78.51717 138.451 1.628389 1.932065 0.030931
-77.47846 138.451 1.57397 1.747817 0.006426
-76.43975 138.451 1.512888 1.829848 -0.128617
-75.40104 138.451 1.49725 1.762742 -0.033405
-74.36233 138.451 1.41443 1.479756 0.116605
-73.32362 138.451 1.454574 1.557286 0.131255
-72.28491 138.451 1.536399 1.286185 0.125271
-71.2462 138.451 1.585416 1.310682 0.211444
-70.20749 138.451 1.581271 1.301883 0.147561
-69.16878 138.451 1.474995 1.167718 0.12306
-68.13007 138.451 1.487389 1.167182 0.057069
-67.09136 138.451 1.719639 1.263596 0.103746
-66.05265 138.451 2.050722 1.30451 0.101118
-65.01394 138.451 2.056606 1.264534 0.035962
-63.97523 138.451 1.790349 1.20123 0.043702
-62.93652 138.451 1.310755 1.19006 0.02391
-61.89781 138.451 1.450045 1.324747 -0.068591
-60.8591 138.451 1.373287 1.227905 -0.058109
